agent_id,employee_code,agent_name,vendor_id,team,status,joined_at,updated_at,canonical_agent_id
AGT0000635,EMP00793,Sneha Das,VND0000004,T3,INACTIVE,2024-07-12 05:48:38,2025-07-21 19:58:13,CAN_AGENT_17_Sneha_Das
AGT0000611,EMP00910,Aarav Sharma,VND0000009,FIELD,SUSPENDED,2024-06-28 15:15:42,2026-06-01 03:23:28,CAN_AGENT_16_Aarav_Sharma
AGT0000467,EMP00881,Pooja Nair,VND0000014,DIGITAL,SUSPENDED,2024-02-26 10:10:13,2025-12-13 07:39:41,CAN_AGENT_16_Pooja_Nair
AGT0000613,EMP00860,Pooja Nair,VND0000005,FIELD,INACTIVE,2024-06-03 17:56:13,2025-10-22 19:01:43,CAN_AGENT_17_Pooja_Nair
AGT0000926,EMP00822,Neha Singh,VND0000012,T1,INACTIVE,2024-05-19 05:52:08,2025-07-04 00:41:48,CAN_AGENT_15_Neha_Singh
AGT0000182,EMP00354,Rahul Verma,VND0000002,T3,INACTIVE,2025-01-17 22:14:51,2025-06-20 08:11:38,CAN_AGENT_16_Rahul_Verma
AGT0000241,EMP00907,Amit Kumar,VND0000008,T2,ACTIVE,2025-11-23 19:44:49,2026-08-03 08:46:16,CAN_AGENT_22_Amit_Kumar
AGT0000994,EMP00506,Amit Kumar,VND0000011,DIGITAL,INACTIVE,2024-10-22 15:41:13,2026-05-10 01:37:34,CAN_AGENT_23_Amit_Kumar
AGT0000282,EMP00745,Priya Mehta,VND0000011,T1,SUSPENDED,2025-06-09 13:35:06,2026-05-27 19:26:42,CAN_AGENT_17_Priya_Mehta
AGT0000983,EMP00392,Aarav Sharma,VND0000002,T2,ACTIVE,2024-08-15 17:56:32,2026-06-04 16:42:51,CAN_AGENT_17_Aarav_Sharma
AGT0000382,EMP00535,Priya Mehta,VND0000008,T1,ACTIVE,2024-11-13 17:46:10,2025-04-23 09:19:05,CAN_AGENT_18_Priya_Mehta
AGT0000026,EMP00120,Vikram Shah,VND0000012,FIELD,SUSPENDED,2025-05-28 07:46:57,2025-12-14 15:48:21,CAN_AGENT_16_Vikram_Shah
AGT0000952,EMP00274,Priya Mehta,VND0000001,FIELD,ACTIVE,2024-06-27 15:35:48,2025-08-10 19:18:16,CAN_AGENT_19_Priya_Mehta
AGT0000130,EMP00935,Vikram Shah,VND0000011,T2,INACTIVE,2024-09-06 12:34:29,2026-05-31 19:07:40,CAN_AGENT_17_Vikram_Shah
AGT0000594,EMP00841,Rohan Patel,VND0000006,T1,INACTIVE,2024-10-16 21:59:32,2025-04-18 08:27:49,CAN_AGENT_20_Rohan_Patel
AGT0000857,EMP00945,Aarav Sharma,VND0000010,DIGITAL,SUSPENDED,2024-12-01 07:37:55,2026-07-10 23:52:25,CAN_AGENT_18_Aarav_Sharma
AGT0000852,EMP00286,Vikram Shah,VND0000004,FIELD,INACTIVE,2024-12-14 09:20:48,2026-07-26 00:01:44,CAN_AGENT_18_Vikram_Shah
AGT0000710,EMP00112,Aarav Sharma,VND0000003,T3,INACTIVE,2024-07-06 04:48:54,2025-10-29 14:07:26,CAN_AGENT_19_Aarav_Sharma
AGT0000073,EMP00350,Priya Mehta,VND0000010,DIGITAL,SUSPENDED,2025-09-30 16:34:29,2025-08-13 14:52:29,CAN_AGENT_20_Priya_Mehta
AGT0000298,EMP00770,Neha Singh,VND0000007,FIELD,ACTIVE,2025-10-30 15:09:35,2025-07-24 05:45:36,CAN_AGENT_16_Neha_Singh
AGT0000291,EMP00894,Pooja Nair,VND0000002,T2,SUSPENDED,2024-07-30 03:19:39,2026-04-22 17:58:49,CAN_AGENT_18_Pooja_Nair
AGT0000130,EMP00315,Aarav Sharma,VND0000003,FIELD,SUSPENDED,2025-01-10 18:04:16,2025-07-09 01:29:57,CAN_AGENT_20_Aarav_Sharma
AGT0000624,EMP00172,Aarav Sharma,VND0000014,T2,SUSPENDED,2024-04-12 23:02:33,2025-02-20 03:01:01,CAN_AGENT_21_Aarav_Sharma
AGT0000411,EMP00519,Neha Singh,VND0000008,DIGITAL,INACTIVE,2024-07-27 11:21:08,2025-06-15 11:29:30,CAN_AGENT_17_Neha_Singh
AGT0000579,EMP00854,Rohan Patel,VND0000006,T3,SUSPENDED,2024-10-29 09:52:42,2025-08-07 17:09:10,CAN_AGENT_21_Rohan_Patel
AGT0000788,EMP00207,Vikram Shah,VND0000012,DIGITAL,ACTIVE,2025-10-22 21:00:25,2025-05-15 12:24:38,CAN_AGENT_19_Vikram_Shah
AGT0000333,EMP00499,Amit Kumar,VND0000010,FIELD,SUSPENDED,2024-08-30 20:18:50,2025-07-03 01:32:52,CAN_AGENT_24_Amit_Kumar
AGT0000892,EMP00839,Ananya Rao,VND0000010,T3,ACTIVE,2024-11-28 09:35:51,2026-03-18 04:51:04,CAN_AGENT_19_Ananya_Rao
AGT0000742,EMP00636,Rahul Verma,VND0000003,T1,SUSPENDED,2025-09-12 09:11:41,2025-05-24 01:48:22,CAN_AGENT_17_Rahul_Verma
AGT0000939,EMP00682,Neha Singh,VND0000015,T2,SUSPENDED,2024-04-21 13:04:02,2026-02-20 20:55:19,CAN_AGENT_18_Neha_Singh
AGT0000422,EMP00101,Aarav Sharma,VND0000010,T1,SUSPENDED,2024-05-25 14:31:42,2025-04-03 22:30:22,CAN_AGENT_22_Aarav_Sharma
AGT0000793,EMP00615,Vikram Shah,VND0000001,DIGITAL,SUSPENDED,2024-04-22 18:32:41,2025-09-14 00:34:32,CAN_AGENT_20_Vikram_Shah
AGT0000159,EMP00887,Neha Singh,VND0000004,T2,SUSPENDED,2025-05-02 14:30:07,2026-02-28 20:57:14,CAN_AGENT_19_Neha_Singh
AGT0000282,EMP00471,Sneha Das,VND0000001,DIGITAL,SUSPENDED,2024-10-31 16:02:22,2026-02-27 01:04:33,CAN_AGENT_18_Sneha_Das
AGT0000016,EMP00931,Rahul Verma,VND0000013,T3,ACTIVE,2025-08-28 23:20:44,2026-02-21 23:38:41,CAN_AGENT_18_Rahul_Verma
AGT0000302,EMP00538,Rahul Verma,VND0000012,FIELD,SUSPENDED,2024-10-01 01:36:39,2025-05-25 01:14:19,CAN_AGENT_19_Rahul_Verma
AGT0000327,EMP01023,Rohan Patel,VND0000013,T1,SUSPENDED,2024-08-11 07:14:54,2025-12-25 13:30:27,CAN_AGENT_22_Rohan_Patel
AGT0000605,EMP00276,Sneha Das,VND0000015,T1,INACTIVE,2025-06-26 02:04:09,2025-01-17 01:02:46,CAN_AGENT_19_Sneha_Das
AGT0000660,EMP00120,Amit Kumar,VND0000009,T3,SUSPENDED,2025-04-02 11:31:40,2025-12-17 19:30:49,CAN_AGENT_25_Amit_Kumar
AGT0000681,EMP00728,Sneha Das,VND0000013,T2,ACTIVE,2024-09-30 15:23:49,2025-06-09 16:12:15,CAN_AGENT_20_Sneha_Das
AGT0000713,EMP00970,Priya Mehta,VND0000014,DIGITAL,SUSPENDED,2024-10-14 22:00:01,2025-03-13 08:49:44,CAN_AGENT_21_Priya_Mehta
AGT0000868,EMP00407,Rahul Verma,VND0000011,T2,INACTIVE,2024-07-22 20:11:57,2026-03-27 15:08:10,CAN_AGENT_20_Rahul_Verma
AGT0000538,EMP00835,Aarav Sharma,VND0000013,T1,ACTIVE,2025-04-06 12:32:42,2025-05-12 17:51:38,CAN_AGENT_23_Aarav_Sharma
AGT0000074,EMP00183,Neha Singh,VND0000015,T3,ACTIVE,2025-03-27 11:24:33,2026-03-28 15:07:57,CAN_AGENT_20_Neha_Singh
AGT0000468,EMP00701,Sneha Das,VND0000003,DIGITAL,ACTIVE,2025-03-28 07:55:04,2025-12-12 04:14:14,CAN_AGENT_21_Sneha_Das
AGT0000604,EMP00240,Neha Singh,VND0000010,FIELD,SUSPENDED,2025-03-17 17:50:44,2025-01-17 00:52:51,CAN_AGENT_21_Neha_Singh
AGT0000522,EMP00162,Vikram Shah,VND0000013,T2,INACTIVE,2025-11-08 17:51:28,2026-02-22 11:58:56,CAN_AGENT_21_Vikram_Shah
AGT0000262,EMP00716,Pooja Nair,VND0000003,DIGITAL,INACTIVE,2024-03-09 14:29:47,2026-03-16 03:59:05,CAN_AGENT_19_Pooja_Nair
AGT0000188,EMP00283,Priya Mehta,VND0000008,T3,INACTIVE,2024-01-22 17:44:33,2025-11-11 05:30:42,CAN_AGENT_22_Priya_Mehta
AGT0000789,EMP00717,Neha Singh,VND0000014,FIELD,INACTIVE,2024-09-23 17:36:47,2025-10-04 09:49:53,CAN_AGENT_22_Neha_Singh
AGT0000086,EMP00785,Rohan Patel,VND0000004,T3,INACTIVE,2024-10-06 02:55:44,2025-07-01 14:07:58,CAN_AGENT_23_Rohan_Patel
AGT0000857,EMP00538,Sneha Das,VND0000006,DIGITAL,INACTIVE,2024-11-30 03:20:05,2026-03-31 16:33:14,CAN_AGENT_22_Sneha_Das
AGT0000673,EMP00673,Pooja Nair,VND0000013,FIELD,ACTIVE,2025-06-16 00:47:42,2025-11-17 08:54:13,CAN_AGENT_20_Pooja_Nair
AGT0000470,EMP00307,Ananya Rao,VND0000015,T1,INACTIVE,2025-08-02 06:56:49,2025-03-08 21:12:03,CAN_AGENT_20_Ananya_Rao
AGT0000521,EMP00058,Priya Mehta,VND0000014,FIELD,INACTIVE,2024-01-12 01:45:01,2025-05-11 01:58:56,CAN_AGENT_23_Priya_Mehta
AGT0000381,EMP00191,Rahul Verma,VND0000009,T3,SUSPENDED,2024-12-28 06:03:42,2026-01-23 04:41:38,CAN_AGENT_21_Rahul_Verma
AGT0000339,EMP00248,Sneha Das,VND0000008,T3,ACTIVE,2025-05-12 03:49:13,2025-06-29 16:16:21,CAN_AGENT_23_Sneha_Das
AGT0000206,EMP00724,Priya Mehta,VND0000009,T1,INACTIVE,2024-05-26 02:59:28,2026-04-20 17:11:59,CAN_AGENT_24_Priya_Mehta
AGT0000443,EMP01040,Ananya Rao,VND0000006,DIGITAL,INACTIVE,2025-03-12 09:23:20,2025-01-08 01:20:03,CAN_AGENT_21_Ananya_Rao
AGT0000761,EMP00399,Amit Kumar,VND0000011,T1,SUSPENDED,2024-07-29 01:35:22,2025-06-13 09:45:02,CAN_AGENT_26_Amit_Kumar
AGT0000814,EMP00699,Sneha Das,VND0000002,T1,SUSPENDED,2024-06-18 18:00:04,2025-10-02 07:34:32,CAN_AGENT_24_Sneha_Das
AGT0000299,EMP00282,Ananya Rao,VND0000009,T3,INACTIVE,2025-05-16 17:08:35,2025-12-03 06:57:59,CAN_AGENT_22_Ananya_Rao
AGT0000461,EMP00428,Rohan Patel,VND0000012,T1,ACTIVE,2025-09-27 02:08:54,2026-04-25 13:44:55,CAN_AGENT_24_Rohan_Patel
AGT0000505,EMP00197,Rohan Patel,VND0000014,T1,ACTIVE,2025-03-26 23:05:01,2025-02-04 02:02:18,CAN_AGENT_25_Rohan_Patel
AGT0000228,EMP00586,Aarav Sharma,VND0000008,T1,INACTIVE,2025-11-28 22:38:24,2025-05-19 06:37:26,CAN_AGENT_24_Aarav_Sharma
AGT0000180,EMP00178,Amit Kumar,VND0000002,T3,INACTIVE,2024-05-09 00:24:10,2025-07-31 18:33:20,CAN_AGENT_27_Amit_Kumar
AGT0000804,EMP00975,Neha Singh,VND0000015,DIGITAL,INACTIVE,2024-07-15 09:18:42,2025-10-27 11:20:18,CAN_AGENT_23_Neha_Singh
AGT0000332,EMP00325,Aarav Sharma,VND0000006,T2,SUSPENDED,2024-12-24 19:47:21,2025-02-19 19:21:15,CAN_AGENT_25_Aarav_Sharma
AGT0000624,EMP00728,Pooja Nair,VND0000006,T3,INACTIVE,2025-06-08 04:25:41,2026-03-22 06:18:46,CAN_AGENT_21_Pooja_Nair
AGT0000001,EMP01065,Neha Singh,VND0000007,T3,ACTIVE,2024-05-12 03:20:38,2026-04-14 22:45:46,CAN_AGENT_24_Neha_Singh
AGT0000682,EMP00396,Aarav Sharma,VND0000010,FIELD,SUSPENDED,2024-03-28 17:31:47,2025-06-18 23:45:21,CAN_AGENT_26_Aarav_Sharma
AGT0000162,EMP00604,Priya Mehta,VND0000002,T3,SUSPENDED,2025-06-04 06:25:56,2025-12-28 12:44:12,CAN_AGENT_25_Priya_Mehta
AGT0000779,EMP00690,Rohan Patel,VND0000005,DIGITAL,SUSPENDED,2025-07-06 11:11:50,2025-01-24 04:29:19,CAN_AGENT_26_Rohan_Patel
AGT0000886,EMP00517,Neha Singh,VND0000002,FIELD,SUSPENDED,2025-08-30 23:27:33,2025-01-14 10:55:47,CAN_AGENT_25_Neha_Singh
AGT0000494,EMP00830,Vikram Shah,VND0000003,FIELD,ACTIVE,2025-05-31 20:38:26,2025-05-18 11:45:08,CAN_AGENT_22_Vikram_Shah
AGT0000761,EMP00459,Rohan Patel,VND0000010,T2,INACTIVE,2025-01-17 17:38:08,2025-02-05 02:06:51,CAN_AGENT_27_Rohan_Patel
AGT0000879,EMP00425,Ananya Rao,VND0000008,T3,SUSPENDED,2024-11-24 18:14:42,2026-06-04 02:38:06,CAN_AGENT_23_Ananya_Rao
AGT0000509,EMP00084,Rahul Verma,VND0000001,T2,ACTIVE,2025-04-21 03:24:43,2025-02-13 13:06:07,CAN_AGENT_22_Rahul_Verma
AGT0000555,EMP00360,Pooja Nair,VND0000011,T1,INACTIVE,2025-02-22 00:38:11,2025-05-15 23:25:50,CAN_AGENT_22_Pooja_Nair
AGT0000660,EMP00598,Neha Singh,VND0000005,T3,SUSPENDED,2025-09-08 12:11:20,2025-03-12 23:04:38,CAN_AGENT_26_Neha_Singh
AGT0000823,EMP00452,Amit Kumar,VND0000004,FIELD,INACTIVE,2025-11-16 01:52:10,2025-02-15 08:17:05,CAN_AGENT_28_Amit_Kumar
AGT0000273,EMP00194,Ananya Rao,VND0000001,T3,INACTIVE,2025-06-17 06:06:22,2026-01-30 00:59:32,CAN_AGENT_24_Ananya_Rao
AGT0000979,EMP00674,Neha Singh,VND0000002,DIGITAL,SUSPENDED,2025-10-11 09:52:54,2026-07-13 00:34:00,CAN_AGENT_27_Neha_Singh
AGT0000593,EMP00860,Rahul Verma,VND0000005,T2,INACTIVE,2025-09-18 19:37:51,2026-03-27 11:02:50,CAN_AGENT_23_Rahul_Verma
AGT0000541,EMP00474,Neha Singh,VND0000012,T2,SUSPENDED,2025-08-22 05:07:00,2026-04-22 01:54:15,CAN_AGENT_28_Neha_Singh
AGT0000833,EMP00719,Sneha Das,VND0000006,T2,SUSPENDED,2024-04-09 07:51:12,2025-05-25 16:14:57,CAN_AGENT_25_Sneha_Das
AGT0000621,EMP01020,Amit Kumar,VND0000015,T1,INACTIVE,2024-01-08 03:12:02,2026-06-15 04:34:50,CAN_AGENT_29_Amit_Kumar
AGT0000397,EMP00212,Ananya Rao,VND0000011,T3,ACTIVE,2025-09-05 06:04:14,2025-08-22 21:07:23,CAN_AGENT_25_Ananya_Rao
AGT0000698,EMP00464,Neha Singh,VND0000003,DIGITAL,ACTIVE,2025-02-10 12:41:25,2025-10-31 04:13:44,CAN_AGENT_29_Neha_Singh
AGT0000534,EMP00817,Amit Kumar,VND0000013,T2,SUSPENDED,2024-03-26 21:26:32,2026-06-16 16:04:45,CAN_AGENT_30_Amit_Kumar
AGT0000321,EMP00496,Amit Kumar,VND0000011,T3,SUSPENDED,2024-08-11 23:13:58,2025-02-15 08:49:40,CAN_AGENT_31_Amit_Kumar
AGT0000575,EMP00629,Sneha Das,VND0000001,FIELD,SUSPENDED,2024-07-10 06:12:48,2025-02-11 23:34:31,CAN_AGENT_26_Sneha_Das
AGT0000618,EMP01026,Pooja Nair,VND0000012,T3,ACTIVE,2024-08-18 14:42:09,2025-11-13 10:58:34,CAN_AGENT_23_Pooja_Nair
AGT0000856,EMP00369,Rahul Verma,VND0000012,T1,INACTIVE,2024-05-23 06:48:24,2025-06-25 23:14:12,CAN_AGENT_24_Rahul_Verma
AGT0000907,EMP00119,Priya Mehta,VND0000014,T2,SUSPENDED,2025-11-26 18:42:48,2025-02-22 17:15:24,CAN_AGENT_26_Priya_Mehta
AGT0000589,EMP01007,Ananya Rao,VND0000015,T3,INACTIVE,2024-03-02 23:04:16,2025-09-04 20:18:25,CAN_AGENT_26_Ananya_Rao
AGT0000227,EMP00484,Pooja Nair,VND0000008,DIGITAL,SUSPENDED,2024-11-21 06:59:41,2026-05-15 17:35:27,CAN_AGENT_24_Pooja_Nair
AGT0000477,EMP00116,Pooja Nair,VND0000007,T2,ACTIVE,2024-02-11 20:28:20,2025-09-09 09:24:06,CAN_AGENT_25_Pooja_Nair
AGT0000889,EMP00822,Ananya Rao,VND0000001,T1,SUSPENDED,2024-07-11 09:56:09,2025-08-19 00:32:49,CAN_AGENT_27_Ananya_Rao
AGT0000965,EMP01010,Sneha Das,VND0000001,T2,INACTIVE,2024-10-13 12:03:10,2025-07-22 05:16:03,CAN_AGENT_27_Sneha_Das
AGT0000762,EMP00144,Vikram Shah,VND0000014,T3,INACTIVE,2025-05-26 20:43:28,2026-06-15 06:36:03,CAN_AGENT_23_Vikram_Shah
AGT0000134,EMP00069,Sneha Das,VND0000014,T1,INACTIVE,2024-05-24 03:34:34,2025-01-06 07:59:09,CAN_AGENT_28_Sneha_Das
AGT0000367,EMP00210,Priya Mehta,VND0000012,T2,SUSPENDED,2025-08-04 18:39:05,2026-03-28 04:41:53,CAN_AGENT_27_Priya_Mehta
AGT0000119,EMP00609,Vikram Shah,VND0000009,T2,ACTIVE,2024-01-01 14:59:20,2025-07-14 08:22:28,CAN_AGENT_24_Vikram_Shah
AGT0000347,EMP00365,Rohan Patel,VND0000009,DIGITAL,ACTIVE,2025-04-20 02:26:36,2025-08-07 02:52:16,CAN_AGENT_28_Rohan_Patel
AGT0000298,EMP00034,Ananya Rao,VND0000015,T2,INACTIVE,2025-07-06 00:11:15,2026-01-18 04:12:22,CAN_AGENT_28_Ananya_Rao
AGT0000917,EMP00335,Sneha Das,VND0000012,T3,ACTIVE,2025-10-07 19:44:58,2025-07-29 02:59:45,CAN_AGENT_29_Sneha_Das
AGT0000789,EMP00683,Rohan Patel,VND0000006,DIGITAL,INACTIVE,2025-06-26 13:18:14,2025-05-01 09:50:39,CAN_AGENT_29_Rohan_Patel
AGT0000058,EMP00887,Pooja Nair,VND0000015,DIGITAL,INACTIVE,2024-05-07 04:51:50,2025-05-19 20:18:51,CAN_AGENT_26_Pooja_Nair
AGT0000902,EMP00106,Aarav Sharma,VND0000008,T2,ACTIVE,2024-08-14 06:16:57,2025-09-06 13:41:46,CAN_AGENT_27_Aarav_Sharma
AGT0000222,EMP00362,Sneha Das,VND0000004,FIELD,ACTIVE,2024-04-25 05:13:23,2026-01-09 04:52:05,CAN_AGENT_30_Sneha_Das
AGT0000022,EMP00747,Aarav Sharma,VND0000010,T2,ACTIVE,2024-01-17 17:12:18,2025-01-15 00:48:06,CAN_AGENT_28_Aarav_Sharma
AGT0000927,EMP00868,Aarav Sharma,VND0000006,DIGITAL,INACTIVE,2024-06-26 18:14:19,2025-03-08 07:01:38,CAN_AGENT_29_Aarav_Sharma
AGT0000533,EMP00785,Aarav Sharma,VND0000006,T3,INACTIVE,2024-12-30 01:27:13,2025-10-28 10:56:38,CAN_AGENT_30_Aarav_Sharma
AGT0000043,EMP00510,Aarav Sharma,VND0000015,T2,INACTIVE,2024-11-02 03:53:40,2026-07-22 16:16:07,CAN_AGENT_31_Aarav_Sharma
AGT0000531,EMP00153,Amit Kumar,VND0000014,FIELD,INACTIVE,2024-09-09 09:29:52,2025-02-21 14:32:06,CAN_AGENT_32_Amit_Kumar
AGT0000568,EMP00806,Ananya Rao,VND0000013,T2,ACTIVE,2025-03-27 06:07:39,2025-12-13 00:05:29,CAN_AGENT_29_Ananya_Rao
AGT0000777,EMP00802,Pooja Nair,VND0000013,T2,INACTIVE,2024-04-25 02:37:20,2025-07-13 00:58:42,CAN_AGENT_27_Pooja_Nair
AGT0000991,EMP00558,Aarav Sharma,VND0000014,T3,SUSPENDED,2024-04-23 14:04:49,2026-06-30 14:41:02,CAN_AGENT_32_Aarav_Sharma
AGT0000688,EMP00084,Amit Kumar,VND0000012,FIELD,ACTIVE,2024-04-08 05:46:16,2025-11-01 19:40:49,CAN_AGENT_33_Amit_Kumar
AGT0000486,EMP00559,Ananya Rao,VND0000005,T1,SUSPENDED,2024-12-19 19:51:52,2026-05-26 06:15:38,CAN_AGENT_30_Ananya_Rao
AGT0000961,EMP00036,Neha Singh,VND0000003,T2,ACTIVE,2024-06-10 19:36:58,2025-12-10 19:01:09,CAN_AGENT_30_Neha_Singh
AGT0000297,EMP00126,Vikram Shah,VND0000008,T2,INACTIVE,2024-04-29 07:44:09,2025-11-18 18:27:22,CAN_AGENT_25_Vikram_Shah
AGT0000416,EMP01010,Amit Kumar,VND0000008,T1,SUSPENDED,2025-07-07 23:30:57,2026-01-20 04:44:35,CAN_AGENT_34_Amit_Kumar
AGT0000066,EMP00848,Neha Singh,VND0000010,DIGITAL,ACTIVE,2024-09-02 09:27:54,2025-07-03 04:27:32,CAN_AGENT_31_Neha_Singh
AGT0000032,EMP01065,Rahul Verma,VND0000002,T2,SUSPENDED,2024-12-10 06:03:36,2025-03-21 09:25:38,CAN_AGENT_25_Rahul_Verma
AGT0000168,EMP00403,Aarav Sharma,VND0000007,FIELD,ACTIVE,2024-08-31 06:50:17,2025-07-22 11:06:25,CAN_AGENT_33_Aarav_Sharma
AGT0000640,EMP00313,Neha Singh,VND0000007,DIGITAL,SUSPENDED,2024-03-30 08:17:59,2025-07-24 01:59:54,CAN_AGENT_32_Neha_Singh
AGT0000030,EMP00151,Ananya Rao,VND0000014,T1,SUSPENDED,2025-08-08 09:32:09,2025-10-13 02:01:20,CAN_AGENT_31_Ananya_Rao
AGT0000645,EMP00220,Sneha Das,VND0000010,DIGITAL,SUSPENDED,2025-02-01 17:36:03,2025-05-24 20:45:16,CAN_AGENT_31_Sneha_Das
AGT0000237,EMP00374,Amit Kumar,VND0000010,T3,ACTIVE,2025-11-05 01:12:33,2025-11-23 05:10:34,CAN_AGENT_35_Amit_Kumar
AGT0000030,EMP00497,Aarav Sharma,VND0000007,T3,INACTIVE,2024-08-28 10:30:20,2025-09-04 00:15:45,CAN_AGENT_34_Aarav_Sharma
AGT0000322,EMP00043,Aarav Sharma,VND0000003,T1,SUSPENDED,2024-11-29 13:56:29,2026-07-06 19:39:09,CAN_AGENT_35_Aarav_Sharma
AGT0000086,EMP00152,Neha Singh,VND0000011,DIGITAL,ACTIVE,2025-11-19 16:52:20,2025-04-09 19:18:01,CAN_AGENT_33_Neha_Singh
AGT0000575,EMP00654,Priya Mehta,VND0000008,FIELD,SUSPENDED,2024-12-13 04:18:35,2025-06-08 22:08:38,CAN_AGENT_28_Priya_Mehta
AGT0000612,EMP00015,Amit Kumar,VND0000013,DIGITAL,SUSPENDED,2025-01-29 04:05:43,2026-01-28 21:23:01,CAN_AGENT_36_Amit_Kumar
AGT0000172,EMP00527,Pooja Nair,VND0000014,FIELD,ACTIVE,2025-05-15 22:11:37,2025-09-19 09:15:23,CAN_AGENT_28_Pooja_Nair
AGT0000739,EMP00773,Priya Mehta,VND0000015,T2,ACTIVE,2024-10-26 00:21:26,2025-07-20 02:41:06,CAN_AGENT_29_Priya_Mehta
AGT0000792,EMP00896,Vikram Shah,VND0000006,T2,ACTIVE,2024-08-04 18:39:05,2025-06-14 15:43:59,CAN_AGENT_26_Vikram_Shah
AGT0000728,EMP00269,Amit Kumar,VND0000006,FIELD,SUSPENDED,2025-06-01 23:38:37,2025-11-03 15:27:04,CAN_AGENT_37_Amit_Kumar
AGT0000759,EMP00891,Ananya Rao,VND0000007,T2,INACTIVE,2025-03-27 00:30:37,2025-11-16 05:16:51,CAN_AGENT_32_Ananya_Rao
AGT0000668,EMP00711,Rohan Patel,VND0000001,T3,ACTIVE,2025-09-19 14:27:18,2026-03-10 15:46:50,CAN_AGENT_30_Rohan_Patel
AGT0000807,EMP00211,Rohan Patel,VND0000015,T2,INACTIVE,2024-06-24 04:22:17,2025-05-07 00:12:38,CAN_AGENT_31_Rohan_Patel
AGT0000584,EMP00890,Rahul Verma,VND0000011,T1,ACTIVE,2025-07-24 21:47:48,2026-02-24 03:10:05,CAN_AGENT_26_Rahul_Verma
AGT0000839,EMP00597,Vikram Shah,VND0000014,T1,INACTIVE,2024-10-03 01:14:51,2026-03-28 06:39:37,CAN_AGENT_27_Vikram_Shah
AGT0000142,EMP00655,Rohan Patel,VND0000002,DIGITAL,INACTIVE,2024-03-25 15:00:20,2025-02-16 11:22:49,CAN_AGENT_32_Rohan_Patel
AGT0000145,EMP01012,Sneha Das,VND0000003,FIELD,ACTIVE,2024-09-25 07:35:21,2026-01-12 13:30:04,CAN_AGENT_32_Sneha_Das
AGT0000039,EMP00792,Rohan Patel,VND0000003,FIELD,SUSPENDED,2024-02-15 03:19:45,2025-12-16 09:01:11,CAN_AGENT_33_Rohan_Patel
AGT0000531,EMP00455,Aarav Sharma,VND0000001,FIELD,SUSPENDED,2024-12-17 01:33:02,2026-06-28 22:18:16,CAN_AGENT_36_Aarav_Sharma
AGT0000250,EMP00422,Vikram Shah,VND0000007,DIGITAL,ACTIVE,2025-01-06 17:59:37,2025-06-09 17:52:54,CAN_AGENT_28_Vikram_Shah
AGT0000384,EMP00784,Ananya Rao,VND0000009,T1,INACTIVE,2024-09-05 04:42:49,2025-03-03 10:38:58,CAN_AGENT_33_Ananya_Rao
AGT0000804,EMP00566,Rohan Patel,VND0000010,DIGITAL,SUSPENDED,2025-07-22 16:08:57,2025-06-16 01:56:14,CAN_AGENT_34_Rohan_Patel
AGT0000126,EMP00003,Priya Mehta,VND0000013,T2,INACTIVE,2024-04-24 13:48:27,2025-07-27 05:51:29,CAN_AGENT_30_Priya_Mehta
AGT0000959,EMP00355,Rahul Verma,VND0000004,DIGITAL,SUSPENDED,2025-01-23 14:37:28,2026-06-12 05:02:22,CAN_AGENT_27_Rahul_Verma
AGT0000497,EMP00900,Amit Kumar,VND0000002,FIELD,SUSPENDED,2025-02-23 16:07:12,2025-05-04 23:12:43,CAN_AGENT_38_Amit_Kumar
AGT0000337,EMP00335,Amit Kumar,VND0000005,DIGITAL,SUSPENDED,2025-01-02 17:28:47,2026-06-09 21:30:07,CAN_AGENT_39_Amit_Kumar
AGT0000107,EMP00340,Ananya Rao,VND0000006,T1,INACTIVE,2025-06-24 22:39:32,2025-05-02 02:08:13,CAN_AGENT_34_Ananya_Rao
AGT0000803,EMP01097,Rohan Patel,VND0000002,T3,ACTIVE,2024-10-27 19:51:55,2025-10-13 16:36:05,CAN_AGENT_35_Rohan_Patel
AGT0000489,EMP00622,Amit Kumar,VND0000015,DIGITAL,SUSPENDED,2024-02-21 21:32:44,2025-10-19 05:44:32,CAN_AGENT_40_Amit_Kumar
AGT0000766,EMP00430,Priya Mehta,VND0000013,DIGITAL,SUSPENDED,2024-07-20 11:06:38,2026-02-01 02:22:40,CAN_AGENT_31_Priya_Mehta
AGT0000244,EMP01031,Rahul Verma,VND0000006,DIGITAL,SUSPENDED,2024-06-15 21:40:31,2025-04-05 17:00:13,CAN_AGENT_28_Rahul_Verma
AGT0000002,EMP00804,Ananya Rao,VND0000010,FIELD,ACTIVE,2024-05-26 15:08:46,2026-07-15 16:58:04,CAN_AGENT_35_Ananya_Rao
AGT0000673,EMP00644,Amit Kumar,VND0000009,T1,SUSPENDED,2024-12-08 10:18:23,2025-07-15 19:50:59,CAN_AGENT_41_Amit_Kumar
AGT0000072,EMP00892,Rahul Verma,VND0000015,T1,SUSPENDED,2024-08-25 18:50:15,2026-05-20 02:55:51,CAN_AGENT_29_Rahul_Verma
AGT0000648,EMP00631,Sneha Das,VND0000005,T3,SUSPENDED,2024-12-26 04:36:40,2025-06-10 19:48:20,CAN_AGENT_33_Sneha_Das
